age,monthly_income,loan_amount,repayment_period,interest_rate,employment_type,credit_history,past_default_flag,previous_loan_count,on_time_repayment_count,debt_to_income_ratio,payment_to_income_ratio,days_to_first_payment,partial_payments,missed_payments,defaulted
34,101540,246363,36,0.2228,0,9,0,1,0,0.0674,0.0824,3,3,25,1
48,187107,369182,36,0.2115,3,7,1,0,0,0.0548,0.0664,35,0,22,1
30,45909,284318,18,0.1899,0,1,0,0,0,0.3441,0.4094,32,4,17,0
44,209049,482121,6,0.2228,0,7,0,6,5,0.3844,0.47,59,4,0,0
37,242481,437758,1,0.2833,0,9,0,7,7,1.8053,2.3168,44,1,1,1
34,288354,317077,3,0.1453,0,5,0,9,9,0.3665,0.4198,52,4,3,1
46,82378,387551,18,0.2854,1,0,1,0,0,0.2614,0.336,5,2,7,1
56,266137,379003,12,0.2453,0,4,0,4,4,0.1187,0.1478,54,4,12,0
52,281862,219609,18,0.1701,1,4,0,3,3,0.0433,0.0507,26,4,1,0
25,82096,101113,3,0.259,1,6,1,9,8,0.4105,0.5169,31,0,0,1
60,192142,224439,1,0.2754,0,2,0,1,0,1.1681,1.4898,51,2,1,1
55,166003,114337,3,0.2387,0,7,0,8,8,0.2296,0.2844,43,4,2,0
32,89047,280639,1,0.1224,0,5,1,6,4,3.1516,3.5374,57,3,1,1
18,239874,289410,24,0.1933,1,6,0,8,7,0.0503,0.06,17,3,20,0
50,145644,176546,36,0.2157,3,4,0,6,5,0.0337,0.0409,46,4,6,0
20,216322,134976,24,0.1985,2,5,0,9,7,0.026,0.0312,15,4,4,0
56,264480,385149,36,0.1929,0,4,0,4,3,0.0405,0.0483,39,4,24,0
55,85643,227396,24,0.2149,0,2,1,6,5,0.1106,0.1344,25,4,15,1
32,108635,12261,12,0.1162,2,7,1,7,7,0.0094,0.0105,17,2,8,0
59,85340,8705,6,0.2539,1,5,0,4,2,0.017,0.0213,29,4,5,0
35,264056,339568,18,0.1932,2,0,0,4,3,0.0714,0.0852,21,1,15,0
55,165227,143916,12,0.2395,0,9,0,5,5,0.0726,0.09,4,3,11,0
48,30833,146279,1,0.1263,0,4,1,3,2,4.7442,5.3437,41,4,1,1
37,254102,76250,3,0.2374,2,1,0,7,5,0.1,0.1238,7,4,3,0
24,209565,42701,36,0.2174,1,7,0,3,3,0.0057,0.0069,3,1,24,0
54,71071,485915,1,0.2953,0,7,0,9,7,6.837,8.8558,40,2,1,1
44,140423,252380,12,0.1821,0,1,0,9,7,0.1498,0.177,5,3,1,0
25,127085,446444,36,0.2613,0,5,1,3,3,0.0976,0.1231,21,0,28,1
31,47827,411975,3,0.1534,0,5,0,7,7,2.8713,3.3118,53,1,3,1
32,35735,257564,3,0.2347,0,4,0,4,3,2.4025,2.9664,50,2,0,0
24,62528,123009,3,0.255,1,1,0,5,5,0.6558,0.823,8,3,0,0
50,83360,452805,36,0.1437,3,5,0,4,3,0.1509,0.1726,41,1,33,1
51,66811,177224,6,0.228,0,0,0,0,0,0.4421,0.5429,41,4,0,1
21,182349,434743,24,0.2496,2,7,1,4,4,0.0993,0.1241,16,0,17,0
18,184270,376974,3,0.1012,0,8,1,8,7,0.6819,0.7509,1,2,0,1
58,154934,496964,18,0.2362,0,1,1,1,0,0.1782,0.2203,32,1,0,0
31,236936,413630,36,0.2594,3,6,0,5,4,0.0485,0.0611,53,2,17,0
48,52621,43426,6,0.1876,1,4,0,3,2,0.1375,0.1633,19,2,4,0
55,190181,328728,36,0.223,2,7,1,4,4,0.048,0.0587,5,4,25,1
37,225534,21761,6,0.2798,3,8,0,2,0,0.0161,0.0206,45,0,6,1
20,298179,424091,12,0.1961,1,1,0,7,7,0.1185,0.1418,22,2,8,0
52,221597,64996,24,0.2154,1,3,0,3,3,0.0122,0.0149,19,0,11,0
63,242557,476247,1,0.1755,0,7,1,8,7,1.9634,2.308,22,3,0,1
50,109509,469676,24,0.225,0,6,1,9,7,0.1787,0.2189,5,0,12,0
32,44027,165285,18,0.2852,2,6,0,7,5,0.2086,0.2681,1,1,3,0
20,160392,147293,24,0.1334,0,4,1,4,4,0.0383,0.0434,5,1,16,0
45,211956,395863,12,0.2028,3,3,0,5,3,0.1556,0.1872,18,0,11,0
44,139759,476337,3,0.1618,2,1,0,4,2,1.1361,1.3199,14,1,3,1
64,156623,253086,24,0.2293,0,0,1,1,0,0.0673,0.0828,45,0,24,1
64,218844,484423,3,0.193,1,5,0,1,0,0.7379,0.8803,17,3,3,1
50,126161,247835,24,0.1235,0,1,1,9,7,0.0819,0.092,34,3,15,1
36,215770,290463,6,0.2062,2,0,0,2,1,0.2244,0.2706,5,3,5,1
50,193581,301269,36,0.2449,0,6,0,2,2,0.0432,0.0538,55,4,16,0
48,110510,482317,24,0.1703,2,2,0,0,0,0.1819,0.2128,13,2,0,0
21,298826,264572,1,0.2098,1,7,0,2,0,0.8854,1.0712,36,2,1,1
49,236401,430284,6,0.2246,0,0,0,0,0,0.3034,0.3715,40,1,5,0
59,130859,277196,18,0.2542,0,1,0,9,8,0.1177,0.1476,52,3,15,0
45,173870,313795,24,0.1785,3,2,1,3,3,0.0752,0.0886,42,2,3,1
33,22774,424588,18,0.1676,3,8,0,1,0,1.0358,1.2094,56,4,2,1
60,167972,434474,24,0.1775,0,2,0,2,2,0.1078,0.1269,54,2,16,0
45,168797,258797,18,0.1075,0,8,0,8,6,0.0852,0.0943,42,4,10,0
32,282855,45090,36,0.2005,1,5,0,6,6,0.0044,0.0053,7,4,7,0
39,111905,471997,18,0.1325,2,8,1,2,0,0.2343,0.2654,39,2,15,1
48,296871,179412,36,0.2109,3,2,0,9,8,0.0168,0.0203,44,1,5,0
38,281477,396618,3,0.2365,1,7,1,9,7,0.4697,0.5808,56,4,3,1
49,252001,36746,12,0.1272,0,5,1,2,2,0.0122,0.0137,38,0,7,0
24,37564,379089,3,0.1545,0,9,0,5,3,3.3639,3.8837,48,3,1,1
50,71044,56275,1,0.1969,0,8,1,6,6,0.7921,0.9481,37,1,1,1
25,230843,253185,18,0.2538,1,8,1,5,5,0.0609,0.0764,18,3,10,1
31,96021,408353,1,0.234,0,2,0,9,9,4.2527,5.2479,13,2,0,0
42,43175,342386,36,0.2237,1,0,0,3,1,0.2203,0.2696,6,1,18,0
49,298473,203800,1,0.2057,1,1,0,9,7,0.6828,0.8233,45,1,0,0
45,29686,157801,24,0.2042,0,1,0,9,8,0.2215,0.2667,16,4,20,0
19,297103,402563,18,0.2195,0,5,0,1,0,0.0753,0.0918,36,2,11,0
34,296593,124612,6,0.1332,2,4,0,1,0,0.07,0.0794,14,0,2,0
44,174493,377056,24,0.2365,1,7,0,0,0,0.09,0.1113,41,4,15,0
19,260671,353708,12,0.1917,0,3,0,6,4,0.1131,0.1348,41,3,2,0
25,143256,143226,3,0.2955,2,8,1,7,6,0.3333,0.4318,33,1,3,1
55,247017,35298,6,0.2709,2,2,1,7,5,0.0238,0.0303,41,0,3,0
37,206534,419063,36,0.1163,2,6,0,0,0,0.0564,0.0629,12,0,31,0
54,128669,332826,36,0.1437,3,4,1,5,5,0.0719,0.0822,1,2,34,1
38,57518,154114,36,0.1155,0,2,0,9,8,0.0744,0.083,37,3,7,0
43,44381,150137,1,0.1736,2,3,1,2,0,3.3829,3.9701,17,1,1,1
48,113750,155289,18,0.1779,1,5,1,2,1,0.0758,0.0893,10,1,11,0
37,263602,102131,18,0.1219,2,0,0,0,0,0.0215,0.0241,52,2,17,0
23,103365,261541,24,0.287,2,2,0,3,1,0.1054,0.1357,7,2,0,0
32,193651,305179,12,0.1308,2,3,1,5,3,0.1313,0.1485,36,1,10,0
18,130543,3085,6,0.2365,2,9,0,3,3,0.0039,0.0049,2,1,5,0
43,120563,219819,24,0.1725,0,6,0,3,3,0.076,0.0891,18,3,0,0
46,57702,184720,24,0.1939,0,3,0,4,4,0.1334,0.1592,39,1,8,0
19,82954,217819,12,0.2509,0,5,0,9,9,0.2188,0.2737,2,1,4,0
39,281817,394589,24,0.1592,2,8,0,5,5,0.0583,0.0676,41,2,13,0
46,152594,34862,1,0.2665,0,3,0,7,6,0.2285,0.2893,51,3,0,0
26,174183,31553,24,0.1623,1,1,1,5,4,0.0075,0.0088,5,3,15,0
58,48634,480596,12,0.159,3,7,0,9,8,0.8235,0.9544,20,4,5,1
38,75607,58123,24,0.1946,0,4,0,4,3,0.032,0.0383,9,4,0,0
49,124896,381937,3,0.2583,3,2,1,4,3,1.0193,1.2826,1,1,2,1
49,178406,138738,24,0.2093,0,4,0,1,0,0.0324,0.0392,46,4,15,0
64,13628,337439,24,0.1038,1,1,0,1,0,1.0317,1.1388,1,1,9,1
61,118340,420080,12,0.2449,0,5,1,4,3,0.2958,0.3683,7,2,7,1
57,176434,103070,36,0.2424,0,9,0,5,3,0.0162,0.0202,45,0,32,0
43,30006,244497,12,0.2363,1,7,0,6,6,0.679,0.8395,25,3,12,1
30,193041,79976,18,0.1722,0,2,1,6,5,0.023,0.027,24,4,12,0
20,202276,122241,18,0.1955,0,2,1,8,7,0.0336,0.0401,2,4,10,0
49,44582,108044,24,0.2887,0,2,0,7,7,0.101,0.1301,32,0,23,0
50,13507,469941,12,0.2955,0,5,0,6,5,2.8994,3.7561,26,1,8,1
50,181063,8023,24,0.257,1,1,0,8,8,0.0018,0.0023,2,2,11,0
59,229750,154134,3,0.1092,0,8,1,9,9,0.2236,0.248,23,0,1,0
59,261116,4434,1,0.2909,1,3,0,9,7,0.017,0.0219,13,2,0,0
30,232192,309602,12,0.1534,1,0,0,6,6,0.1111,0.1282,11,0,5,0
60,30138,447575,24,0.1618,0,5,0,2,2,0.6188,0.7189,20,0,0,0
23,239545,115809,18,0.217,0,8,1,7,6,0.0269,0.0327,20,2,11,0
21,20068,438817,24,0.1113,0,3,0,5,4,0.9111,1.0126,38,2,9,0
55,59072,239407,1,0.2706,0,2,1,5,3,4.0528,5.1493,36,3,0,1
23,200553,90639,12,0.1556,1,1,0,2,2,0.0377,0.0435,10,0,9,0
20,298312,232781,36,0.1337,1,7,1,2,2,0.0217,0.0246,40,2,16,0
44,171734,425057,12,0.2501,0,3,0,3,3,0.2063,0.2578,2,2,2,0
57,146613,12737,1,0.1824,0,2,1,6,6,0.0869,0.1027,13,4,0,0
37,169461,155859,6,0.1653,0,5,0,5,5,0.1533,0.1786,58,0,6,0
35,247173,444890,24,0.227,1,9,0,8,7,0.075,0.092,7,4,16,0
37,74857,123933,6,0.1754,1,8,1,4,3,0.2759,0.3243,53,2,2,0
47,67157,71601,36,0.2195,1,7,0,1,0,0.0296,0.0361,24,0,25,0
27,117385,244775,18,0.2788,0,7,0,4,4,0.1158,0.1481,29,4,6,0
40,261837,353798,1,0.2738,0,6,1,9,7,1.3512,1.7211,49,4,1,1
64,166304,398628,18,0.1846,2,6,1,1,0,0.1332,0.1578,16,4,12,1
20,62131,441999,12,0.264,0,6,0,7,5,0.5928,0.7493,30,2,7,0
26,161790,43361,36,0.2476,0,7,0,8,6,0.0074,0.0093,43,0,0,0
36,40789,112241,12,0.2385,2,5,0,4,4,0.2293,0.284,46,0,6,0
53,223553,430439,1,0.2418,1,1,0,7,5,1.9254,2.3911,42,0,1,1
57,76236,340320,24,0.2615,2,2,0,7,5,0.186,0.2346,51,1,12,0
44,80866,92782,6,0.2321,3,7,0,2,2,0.1912,0.2356,23,0,0,0
59,235837,491076,6,0.2617,1,7,0,6,6,0.347,0.4379,44,2,6,0
45,231102,110237,6,0.2193,0,0,1,6,6,0.0795,0.0969,20,2,2,0
60,125100,487975,12,0.1745,1,0,1,4,4,0.3251,0.3818,57,0,8,1
25,291325,415606,24,0.2095,0,8,0,3,3,0.0594,0.0719,54,4,15,0
59,282102,116000,36,0.246,0,2,1,2,0,0.0114,0.0142,41,2,35,1
25,129607,445058,36,0.2988,1,7,0,3,2,0.0954,0.1239,34,2,26,0
35,261164,349225,18,0.1646,1,0,0,6,5,0.0743,0.0865,18,1,16,0
38,76022,284883,3,0.2458,0,6,1,4,3,1.2491,1.5561,53,1,1,1
63,28980,268480,12,0.1552,0,9,0,2,0,0.772,0.8919,52,1,5,1
30,87083,321961,3,0.1348,0,5,0,8,7,1.2324,1.3985,5,3,1,1
44,250787,404732,1,0.2216,0,9,0,0,0,1.6138,1.9714,58,0,1,1
64,121616,329638,18,0.1575,0,0,0,8,7,0.1506,0.1743,6,4,9,0
57,60887,139062,6,0.2388,2,3,1,5,3,0.3807,0.4715,18,2,0,0
33,279979,127641,36,0.1929,0,0,1,6,6,0.0127,0.0151,1,4,29,1
57,168551,38103,24,0.1374,1,6,0,4,4,0.0094,0.0107,39,1,8,0
26,269789,20808,24,0.2353,0,5,0,1,0,0.0032,0.004,51,1,21,0
44,171351,252204,12,0.2482,0,8,0,4,2,0.1227,0.1531,5,2,5,0
34,141328,319058,3,0.2472,0,8,0,4,4,0.7525,0.9385,34,0,3,0
20,139496,459372,1,0.2817,1,0,1,4,4,3.2931,4.2206,7,3,1,1
21,105256,103506,18,0.2425,1,7,0,5,3,0.0546,0.0679,10,0,13,0
57,215584,330230,1,0.2228,2,3,0,8,6,1.5318,1.8731,44,2,1,1
18,287276,378864,6,0.2851,0,9,0,3,3,0.2198,0.2825,52,4,3,0
31,251598,299922,12,0.1763,1,9,0,7,6,0.0993,0.1169,40,3,0,0
25,61184,198355,36,0.1042,0,5,0,1,0,0.0901,0.0994,21,3,25,0
24,291975,421997,36,0.1325,3,6,0,9,7,0.0401,0.0455,23,1,3,0
47,95716,69383,36,0.1164,0,2,0,7,7,0.0201,0.0225,31,2,22,0
42,144346,360732,24,0.2137,1,0,0,9,9,0.1041,0.1264,12,3,2,0
56,295532,161003,12,0.2759,0,1,1,7,6,0.0454,0.0579,59,0,8,1
33,172302,25853,18,0.1838,1,1,0,9,9,0.0083,0.0099,31,2,14,0
28,260383,427576,1,0.1768,2,5,0,0,0,1.6421,1.9325,19,4,1,1
42,27764,388096,3,0.1038,2,4,1,1,0,4.6595,5.143,43,1,0,1
50,295911,327239,3,0.2734,0,3,0,5,4,0.3686,0.4694,28,3,0,0
38,171323,298448,24,0.2339,0,9,0,6,4,0.0726,0.0896,16,4,17,0
27,284725,198293,12,0.1199,1,0,1,0,0,0.058,0.065,37,0,6,1
26,76712,310614,3,0.2146,0,0,0,9,7,1.3497,1.6393,26,0,0,0
18,183653,411912,6,0.1556,1,1,1,2,2,0.3738,0.432,17,3,6,1
51,109441,81802,6,0.2937,0,3,0,4,2,0.1246,0.1612,39,4,3,0
48,18848,421595,12,0.2118,1,1,0,9,9,1.864,2.2588,18,3,9,1
38,220600,146982,24,0.1687,3,6,0,9,9,0.0278,0.0324,36,2,12,0
41,49971,315120,24,0.1088,1,0,1,7,7,0.2628,0.2913,21,1,8,1
36,107309,63218,12,0.1981,0,3,0,3,2,0.0491,0.0588,44,3,7,0
38,193211,182717,12,0.1099,2,3,0,6,6,0.0788,0.0875,27,4,8,0
42,152126,306936,12,0.1394,0,8,0,2,0,0.1681,0.1916,9,3,3,0
37,5047,120216,12,0.2688,0,6,0,8,8,1.9849,2.5184,51,3,2,0
43,238950,270318,1,0.1717,1,5,0,6,4,1.1313,1.3255,56,1,1,1
24,49304,25443,18,0.2238,0,6,0,7,6,0.0287,0.0351,1,4,14,0
20,169689,17886,18,0.105,0,2,0,2,2,0.0059,0.0065,43,4,8,0
57,145127,351766,24,0.118,0,7,0,7,5,0.101,0.1129,55,4,16,0
25,241890,108950,12,0.2965,1,2,0,6,5,0.0375,0.0487,18,3,6,0
47,281315,66877,1,0.2861,0,4,0,5,3,0.2377,0.3058,50,4,1,1
28,282747,168724,36,0.1572,0,2,0,9,9,0.0166,0.0192,7,0,19,0
25,7142,301330,3,0.2023,1,5,0,3,1,14.0638,16.9095,23,1,3,1
54,255261,450849,6,0.195,2,1,0,8,6,0.2944,0.3518,2,2,6,0
34,168952,88825,36,0.2458,1,6,0,4,2,0.0146,0.0182,33,2,7,0
25,182672,327640,18,0.1261,0,1,0,5,3,0.0996,0.1122,57,3,16,0
64,199375,407354,6,0.1395,2,4,1,5,3,0.3405,0.388,2,0,4,1
61,92371,69951,1,0.2086,0,3,1,1,0,0.7573,0.9153,38,4,0,1
47,59637,202179,18,0.2561,1,1,0,8,6,0.1883,0.2366,33,3,18,0
60,225766,95705,6,0.1813,1,5,0,0,0,0.0707,0.0835,39,4,2,0
60,231915,24090,6,0.2659,1,2,0,9,8,0.0173,0.0219,51,3,4,0
33,69488,256497,18,0.2236,1,2,0,0,0,0.2051,0.2509,46,0,8,0
21,199997,404446,12,0.2009,3,9,0,8,8,0.1685,0.2024,8,2,8,0
38,289902,193332,3,0.2077,0,2,0,7,5,0.2223,0.2685,38,1,1,0
51,14971,19675,24,0.124,2,2,0,6,4,0.0548,0.0615,19,1,0,0
57,77148,469711,24,0.158,0,0,0,1,1,0.2537,0.2938,40,1,3,0
52,208756,286569,12,0.2929,1,8,1,3,1,0.1144,0.1479,45,1,4,1
30,23060,350250,1,0.1107,2,2,0,3,3,15.1886,16.8697,27,1,0,0
60,198971,64389,12,0.2932,1,0,1,3,1,0.027,0.0349,55,3,12,1
44,23984,128101,6,0.2168,0,0,0,7,6,0.8902,1.0831,55,4,6,1
25,28293,86759,1,0.2348,2,6,0,3,2,3.0664,3.7866,47,1,0,0
58,283003,498699,36,0.1889,2,9,0,7,7,0.0489,0.0582,1,2,11,0
59,227460,447170,24,0.1366,0,9,0,7,7,0.0819,0.0931,31,2,13,0
46,70889,309650,24,0.1486,1,3,0,4,3,0.182,0.209,48,1,0,0
33,105161,232312,12,0.2772,2,2,1,4,3,0.1841,0.2351,11,2,12,1
60,106344,450144,1,0.2608,1,0,0,8,7,4.2329,5.337,58,0,1,1
63,174862,106449,18,0.199,3,6,0,6,4,0.0338,0.0406,19,0,3,0
22,87910,465521,24,0.1355,0,7,1,5,3,0.2206,0.2505,38,0,1,0
54,260707,79193,12,0.2252,2,7,0,0,0,0.0253,0.031,24,3,3,0
57,294275,283210,18,0.1153,3,1,0,7,7,0.0535,0.0596,51,1,0,0
57,263153,321405,24,0.1113,2,4,0,1,0,0.0509,0.0566,48,1,17,0
59,293872,338857,3,0.1065,0,9,1,7,6,0.3844,0.4253,2,4,2,1
27,259925,284730,6,0.2472,0,7,0,3,1,0.1826,0.2277,2,0,6,0
32,68226,202975,36,0.1885,1,3,1,7,5,0.0826,0.0982,21,0,30,0
38,146708,128492,24,0.2413,1,7,0,2,0,0.0365,0.0453,49,4,11,0
51,71081,62065,1,0.275,1,4,1,4,3,0.8732,1.1132,51,1,1,1
39,89825,423977,12,0.1379,2,7,0,1,0,0.3933,0.4476,26,2,0,0
39,208545,390476,12,0.102,0,4,0,0,0,0.156,0.1719,1,0,8,0
26,64248,358321,3,0.2535,2,5,0,9,8,1.8591,2.3302,1,3,3,1
43,208247,219967,1,0.2847,1,3,0,0,0,1.0563,1.357,49,4,0,0
30,148508,359199,36,0.1447,0,5,0,3,1,0.0672,0.0769,51,0,5,0
35,172003,455707,24,0.1811,0,4,0,1,0,0.1104,0.1304,7,2,5,0
18,18681,351341,36,0.1464,1,0,1,7,7,0.5224,0.5989,15,2,30,1
40,206314,276870,18,0.2412,0,5,0,4,3,0.0746,0.0925,37,1,17,0
50,199131,402364,18,0.2033,0,8,0,6,4,0.1123,0.1351,30,3,10,0
64,298075,36896,36,0.1217,3,4,0,5,5,0.0034,0.0039,50,1,12,0
48,133899,101838,6,0.1523,2,4,0,4,3,0.1268,0.1461,42,2,5,0
38,238835,51048,6,0.2324,1,5,0,5,5,0.0356,0.0439,51,4,1,0
40,7619,180413,12,0.225,1,9,0,2,1,1.9733,2.4173,56,2,2,1
33,286565,87539,12,0.1708,2,6,0,6,5,0.0255,0.0298,37,1,10,0
44,68875,332524,36,0.11,1,1,0,8,8,0.1341,0.1489,34,1,30,0
54,96391,93257,24,0.2572,0,9,0,9,7,0.0403,0.0507,7,1,17,0
55,238461,55492,1,0.1624,0,3,0,0,0,0.2327,0.2705,6,1,1,0
31,47430,387569,24,0.1273,3,0,0,6,6,0.3405,0.3838,23,4,0,0
54,206701,453408,24,0.2423,0,7,0,9,7,0.0914,0.1135,39,2,18,0
64,242074,229138,6,0.2369,0,4,0,9,8,0.1578,0.1951,51,4,0,0
24,216596,455409,1,0.2778,2,4,0,5,5,2.1026,2.6868,31,3,0,1
29,226263,63833,12,0.1016,3,2,0,5,5,0.0235,0.0259,55,2,4,0
45,267215,221227,6,0.1915,0,7,0,6,4,0.138,0.1644,22,0,3,0
20,96658,453806,6,0.1786,3,0,0,6,5,0.7825,0.9223,7,2,4,1
39,27182,149572,3,0.2516,2,5,0,8,8,1.8342,2.2956,29,4,2,1
38,63818,95416,6,0.2888,1,2,0,8,6,0.2492,0.3212,7,4,0,0
46,257382,197877,1,0.2833,3,5,0,6,4,0.7688,0.9866,24,1,1,1
37,26917,444794,3,0.2282,0,2,0,8,7,5.5082,6.7653,11,3,0,0
20,79887,221317,24,0.2163,1,8,0,3,3,0.1154,0.1404,34,4,11,0
44,267047,236586,6,0.2472,3,8,0,9,7,0.1477,0.1842,47,1,6,1
38,109266,3784,1,0.1286,0,7,1,4,2,0.0346,0.0391,35,0,1,1
58,178217,4335,3,0.1907,1,8,1,3,1,0.0081,0.0097,36,4,3,1
50,246901,90840,6,0.2018,0,1,1,6,4,0.0613,0.0737,36,1,6,1
47,192923,76868,6,0.2089,2,5,0,2,0,0.0664,0.0803,35,1,5,0
56,244779,373656,3,0.2372,2,6,0,6,5,0.5088,0.6295,41,1,0,0
58,270861,402680,24,0.2246,0,9,0,1,0,0.0619,0.0759,5,4,7,0
26,244315,130944,36,0.1095,0,9,0,8,8,0.0149,0.0165,59,4,34,0
55,188597,226029,12,0.1972,1,8,0,0,0,0.0999,0.1196,59,1,8,0
40,37926,169510,24,0.1994,1,8,1,5,5,0.1862,0.2234,25,2,3,0
40,165641,271368,12,0.1244,3,0,0,3,2,0.1365,0.1535,41,2,6,1
18,189047,2619,12,0.1965,1,0,0,5,3,0.0012,0.0014,20,0,6,0
38,258094,263284,36,0.2427,1,8,0,4,2,0.0283,0.0352,43,0,4,0
49,81442,212093,6,0.2491,2,6,1,8,6,0.434,0.5421,31,1,6,1
62,153638,262434,24,0.1037,1,9,0,2,0,0.0712,0.0786,1,0,15,0
43,266541,221582,18,0.1531,0,1,0,6,5,0.0462,0.0533,30,3,4,0
50,245944,166156,3,0.1411,0,1,0,3,3,0.2252,0.257,9,1,1,0
26,230049,303970,12,0.2252,2,9,0,5,5,0.1101,0.1349,28,1,11,0
34,264401,342450,36,0.2481,1,4,0,4,3,0.036,0.0449,25,1,17,0
23,236179,257063,6,0.1639,0,0,0,2,0,0.1814,0.2111,25,1,6,1
63,282362,365120,6,0.1834,1,4,0,4,2,0.2155,0.255,58,2,2,0
24,90320,55210,12,0.296,2,7,0,9,8,0.0509,0.066,49,3,4,0
24,250188,75567,24,0.2978,0,4,0,0,0,0.0126,0.0163,24,1,10,0
54,89908,161123,24,0.1395,1,0,0,9,7,0.0747,0.0851,54,3,6,0
22,294836,272817,6,0.1673,2,2,0,5,3,0.1542,0.18,52,0,2,0
50,9291,10133,6,0.2315,2,1,0,0,0,0.1818,0.2239,22,1,2,0
27,277441,465161,12,0.2041,0,4,0,3,1,0.1397,0.1682,35,1,3,0
34,165596,255721,24,0.1171,2,5,1,2,1,0.0643,0.0719,6,4,9,1
57,167202,13012,1,0.1065,0,3,0,3,2,0.0778,0.0861,26,4,1,0
45,130634,68007,6,0.1646,2,0,0,6,6,0.0868,0.1011,30,1,5,0
64,286208,221072,18,0.219,1,6,0,7,6,0.0429,0.0523,5,3,15,0
63,257562,52214,24,0.2166,1,2,0,2,2,0.0084,0.0103,21,4,7,0
39,80612,266024,6,0.1132,1,6,1,7,5,0.55,0.6123,57,4,3,1
38,148320,160657,18,0.234,3,5,0,8,7,0.0602,0.0743,10,4,16,0
64,232569,415589,6,0.2402,0,6,0,4,4,0.2978,0.3694,42,3,0,0
49,179780,230251,1,0.1915,2,0,0,4,3,1.2807,1.526,33,2,0,1
49,20836,175503,3,0.2201,0,1,0,3,2,2.8077,3.4257,15,0,1,0
53,233630,101143,24,0.1447,1,7,0,3,1,0.018,0.0206,14,0,10,0
48,40916,199914,18,0.2425,0,8,0,5,4,0.2714,0.3373,44,1,18,0
23,272500,145804,1,0.1663,0,0,1,9,7,0.5351,0.6241,13,4,1,1
38,39901,410996,36,0.225,2,0,1,8,7,0.2861,0.3505,53,0,18,1
52,121118,240500,6,0.1496,2,2,0,3,1,0.3309,0.3805,36,1,3,0
31,42768,459916,12,0.2972,0,1,0,3,3,0.8961,1.1625,2,0,6,1
40,241697,117794,1,0.1624,3,5,0,7,5,0.4874,0.5665,27,3,1,1
59,262646,64242,18,0.2968,2,8,1,9,7,0.0136,0.0176,46,3,12,1
41,119704,316981,3,0.1136,2,3,0,9,8,0.8827,0.983,47,3,3,1
47,50647,173028,3,0.1717,1,4,0,2,1,1.1388,1.3343,28,4,3,1
27,115531,52471,18,0.1246,2,0,0,5,4,0.0252,0.0284,28,1,6,0
22,6585,269479,12,0.2691,2,0,0,6,6,3.4103,4.3281,28,4,7,1
59,218894,52328,12,0.2772,0,9,0,3,3,0.0199,0.0254,5,0,10,0
47,216021,23021,12,0.267,2,2,1,4,2,0.0089,0.0113,48,4,4,1
24,142292,299185,6,0.1469,0,2,0,0,0,0.3504,0.4019,1,2,6,0
23,30214,347281,18,0.2243,1,6,0,9,9,0.6386,0.7818,24,0,9,0
25,283241,86186,3,0.1998,2,7,0,2,2,0.1014,0.1217,21,1,2,0
43,270882,428671,12,0.1058,1,8,0,2,1,0.1319,0.1458,41,4,12,1
35,152975,438147,12,0.2562,0,9,0,0,0,0.2387,0.2998,49,0,8,0
53,146128,55714,24,0.143,3,6,0,3,2,0.0159,0.0182,46,0,12,0
43,190808,96647,12,0.1422,1,8,0,7,6,0.0422,0.0482,22,2,11,0
53,84815,387957,3,0.1685,2,2,0,7,6,1.5247,1.7816,47,3,2,1
58,70618,218385,3,0.1471,0,5,1,6,5,1.0308,1.1825,46,4,2,1
21,252123,494164,18,0.2389,2,4,0,4,3,0.1089,0.1349,51,2,4,0
30,128221,22512,18,0.2441,1,0,0,1,0,0.0098,0.0121,30,2,17,0
41,185303,146484,3,0.1477,3,3,0,8,8,0.2635,0.3024,14,0,0,0
48,27708,114587,18,0.2065,1,6,0,9,8,0.2298,0.2772,26,1,16,0
39,125925,375105,1,0.1561,0,3,0,1,1,2.9788,3.4438,56,0,1,1
57,270527,376152,36,0.1438,2,6,0,2,2,0.0386,0.0442,12,3,5,0
35,130449,372149,6,0.2328,1,4,0,4,4,0.4755,0.5862,44,1,6,0
51,148065,50446,1,0.2052,1,8,1,5,5,0.3407,0.4106,19,0,1,1
40,193338,460198,3,0.2465,0,2,0,3,2,0.7934,0.989,22,3,1,0
56,15970,7732,1,0.1188,0,7,0,3,3,0.4842,0.5417,38,4,0,0
64,167681,109252,6,0.2602,2,1,1,2,0,0.1086,0.1368,57,2,6,1
54,60472,2417,3,0.2933,1,8,0,4,3,0.0133,0.0172,34,3,0,0
64,52724,35869,36,0.2841,3,7,1,8,7,0.0189,0.0243,10,3,21,1
18,170709,152058,36,0.1655,1,8,1,0,0,0.0247,0.0288,21,3,20,0
59,158809,498476,36,0.2007,1,3,0,2,0,0.0872,0.1047,24,3,0,0
37,218190,52846,1,0.2452,0,7,0,7,6,0.2422,0.3016,47,2,1,0
64,135845,166245,24,0.1512,0,9,0,0,0,0.051,0.0587,14,2,17,0
42,226668,480188,12,0.1813,0,1,0,9,7,0.1765,0.2085,29,4,0,0
23,243808,306918,3,0.2977,0,3,1,0,0,0.4196,0.5445,47,3,3,1
47,239028,105095,12,0.1477,0,6,0,7,5,0.0366,0.0421,43,2,9,0
