age,monthly_income,loan_amount,repayment_period,credit_history,debt_to_income_ratio,past_default_flag,previous_loan_count,on_time_repayment_count,fraud_score,recent_application_count,kyc_face_verified,ocr_id_verified,id_reuse_flag,approved
19,164484,421731,36,2,0.0712,1,3,3,0.2254,1,1,0,0,0
44,21181,208454,3,7,3.2805,0,5,5,0.268,2,1,0,0,0
59,147317,441474,3,3,0.9989,1,9,7,0.2315,1,0,1,0,0
19,25355,374965,24,2,0.6162,0,6,6,0.0939,0,0,1,0,0
43,11405,454746,18,6,2.2151,1,1,1,0.3137,1,1,1,0,0
34,32198,160098,3,6,1.6574,0,3,2,0.3669,4,1,1,0,0
57,9948,17982,3,8,0.6025,0,7,5,0.035,0,1,1,0,0
50,236616,411423,12,9,0.1449,0,8,6,0.1142,2,1,1,0,1
26,5517,451244,1,6,81.7916,0,4,4,0.0921,4,1,0,0,0
60,18810,109893,24,5,0.2434,0,5,5,0.0781,2,1,0,0,1
56,8018,432201,24,2,2.246,1,9,7,0.0954,3,0,1,0,0
46,114855,302998,24,3,0.1099,0,6,4,0.2015,4,1,1,0,1
59,41783,209914,36,7,0.1396,1,6,6,0.0543,1,1,1,0,1
43,136701,197920,6,5,0.2413,0,2,2,0.1366,2,0,1,0,1
52,93047,73207,18,8,0.0437,0,1,1,0.1286,1,1,1,0,1
42,144344,24084,1,7,0.1669,0,9,8,0.1708,0,1,1,0,1
41,183206,373378,6,7,0.3397,1,7,5,0.454,2,0,0,0,0
30,21163,298404,1,9,14.1003,0,8,7,0.2406,2,1,1,1,0
24,187264,306049,18,9,0.0908,0,7,5,0.2289,0,1,1,0,1
53,31065,17614,24,6,0.0236,1,7,5,0.0728,0,1,1,0,1
62,89560,316036,12,9,0.2941,0,1,0,0.2126,0,0,1,0,0
37,132969,405080,12,0,0.2539,0,3,1,0.2076,0,1,1,0,1
18,415803,442330,12,4,0.0886,0,5,3,0.5093,3,1,1,0,1
25,128878,16224,1,6,0.1259,0,7,7,0.0531,2,1,1,0,1
63,72005,48462,18,9,0.0374,0,1,0,0.1601,3,1,1,0,1
33,35229,110950,3,8,1.0498,1,7,6,0.039,3,1,1,1,0
31,67587,373223,3,3,1.8407,1,0,0,0.3636,1,1,1,0,0
29,221612,1043,12,7,0.0004,0,5,4,0.3818,2,0,1,0,1
40,36101,172372,36,0,0.1326,0,7,6,0.0788,2,1,1,0,1
32,55391,418692,1,3,7.5588,0,7,7,0.3528,2,1,0,0,0
45,87723,28500,3,3,0.1083,0,6,4,0.2715,2,1,1,0,1
51,64305,225877,1,1,3.5126,0,6,6,0.1101,0,1,1,0,0
19,167045,57430,18,2,0.0191,0,9,8,0.2655,4,1,1,0,1
49,486256,126150,36,2,0.0072,0,8,6,0.3138,1,1,1,0,1
40,106725,20841,36,8,0.0054,0,1,0,0.068,1,0,1,0,1
39,73445,61293,12,6,0.0695,0,0,0,0.1114,0,1,1,0,1
42,158480,301296,6,1,0.3169,1,1,0,0.0986,3,1,1,0,0
39,417369,388342,12,8,0.0775,0,2,0,0.187,4,1,0,0,1
39,100779,97467,6,7,0.1612,0,8,6,0.1162,1,1,1,0,1
59,24786,399831,36,5,0.4481,0,9,9,0.2404,3,1,1,0,1
23,140806,487713,3,5,1.1546,0,6,6,0.2388,2,1,1,0,0
32,1038,492265,36,1,13.1734,0,4,3,0.0569,4,1,1,0,0
60,92830,350570,24,2,0.1574,0,4,2,0.0703,4,0,1,0,0
54,4596,290014,6,5,10.5169,0,5,3,0.0284,2,1,1,0,0
50,77702,495515,24,2,0.2657,0,1,1,0.0975,1,0,1,0,1
25,92845,447006,1,6,4.8145,1,0,0,0.1846,4,1,1,0,0
61,41325,46876,36,4,0.0315,0,0,0,0.2345,0,1,1,0,1
61,27377,123205,24,3,0.1875,0,2,0,0.06,0,1,1,0,1
22,108287,244783,6,7,0.3768,1,0,0,0.0259,0,1,1,0,1
56,39278,438543,3,1,3.7217,0,8,7,0.0868,4,1,1,0,0
21,41539,250044,3,2,2.0065,0,9,7,0.3124,1,1,0,0,0
23,7785,306446,36,9,1.0934,1,4,2,0.1205,3,0,1,0,0
62,150512,484498,12,3,0.2682,0,8,6,0.1464,1,1,1,0,1
49,93541,234717,3,9,0.8364,0,4,4,0.1125,3,0,1,0,1
47,127684,424052,1,5,3.3211,0,0,0,0.1108,4,0,1,0,0
64,42452,10831,6,4,0.0425,0,6,5,0.09,2,1,0,0,1
52,65391,296528,18,4,0.2519,0,6,6,0.3238,3,1,1,0,1
57,140223,361687,3,6,0.8598,0,3,2,0.0746,3,1,1,0,1
33,2241,236428,24,7,4.3959,0,2,2,0.2451,1,1,1,0,0
30,156673,302366,6,5,0.3217,0,0,0,0.4132,4,1,1,0,0
59,92850,260487,12,2,0.2338,0,6,5,0.1054,1,1,1,0,1
47,124733,95605,18,3,0.0426,0,4,4,0.3151,4,1,1,0,1
36,147111,174888,12,0,0.0991,0,9,8,0.2837,3,0,1,0,0
34,112662,42882,1,4,0.3806,0,0,0,0.0961,2,1,1,0,1
36,66647,448255,12,9,0.5605,0,0,0,0.0871,4,1,1,1,0
45,195450,195418,6,7,0.1666,0,2,1,0.08,3,1,0,0,1
43,158125,52056,18,2,0.0183,1,2,2,0.3333,2,1,1,0,1
54,86158,383997,36,9,0.1238,0,1,0,0.0357,1,0,1,0,0
43,111076,411412,12,3,0.3087,0,7,7,0.066,1,1,1,0,1
40,148021,5999,12,3,0.0034,0,7,7,0.6226,4,1,1,0,1
26,64396,418242,36,5,0.1804,0,5,4,0.1433,4,1,0,0,1
29,123336,264874,24,8,0.0895,0,4,4,0.0528,4,0,0,0,1
18,73958,59175,24,9,0.0333,0,5,3,0.0244,1,1,1,0,1
18,39275,332104,1,2,8.4559,0,0,0,0.0105,4,1,1,0,0
64,59387,457050,36,3,0.2138,0,1,1,0.3475,3,1,1,0,1
51,31508,301974,36,5,0.2662,1,6,4,0.301,0,1,1,0,0
49,60592,227324,6,5,0.6253,0,0,0,0.2699,0,1,1,0,1
42,124249,97762,12,6,0.0656,1,7,7,0.2378,4,1,1,0,1
57,169710,199815,6,0,0.1962,0,2,2,0.1691,3,1,0,0,1
62,57595,210639,3,8,1.2191,0,3,2,0.1422,3,1,1,0,0
18,48298,29008,1,1,0.6006,0,6,4,0.2743,3,0,1,0,0
33,29456,227092,24,3,0.3212,1,9,7,0.1431,2,0,1,0,0
56,1207,375315,36,2,8.6375,0,6,4,0.3437,3,1,1,0,0
22,42247,332048,1,2,7.8597,0,1,1,0.0759,1,1,0,0,0
39,98721,481607,1,4,4.8785,0,4,4,0.0315,1,1,1,1,0
46,84313,68763,6,6,0.1359,0,7,7,0.1137,3,1,1,0,1
20,202414,385471,36,6,0.0529,0,8,7,0.1013,0,1,1,0,1
29,4069,180594,24,6,1.8493,0,4,2,0.256,2,1,1,0,0
43,24228,197196,24,2,0.3391,1,1,0,0.3825,1,1,0,0,0
33,4439,424538,12,8,7.9699,0,3,3,0.5408,1,1,0,0,0
54,7591,371900,12,5,4.0827,0,4,3,0.0746,1,1,1,0,0
39,12944,407033,6,9,5.2409,0,5,4,0.1757,2,1,1,0,0
46,181804,440690,6,7,0.404,1,5,4,0.1836,3,1,1,0,0
31,156579,179202,3,0,0.3815,0,0,0,0.5714,2,1,1,0,0
45,86725,145298,18,3,0.0931,0,5,4,0.0158,3,1,1,0,1
22,47987,111016,18,6,0.1285,1,9,9,0.0337,4,1,1,0,1
64,43391,294301,1,8,6.7825,0,0,0,0.4353,1,1,0,0,0
47,42171,87300,12,2,0.1725,1,4,4,0.2088,0,1,1,0,0
63,101760,477956,24,5,0.1957,0,6,4,0.3432,2,1,1,0,1
22,499106,386672,36,7,0.0215,0,7,6,0.0684,2,1,1,0,1
29,204943,1188,1,2,0.0058,0,4,3,0.0329,1,0,1,0,1
33,120209,490149,36,5,0.1133,0,1,0,0.0885,1,1,1,0,1
43,164699,272558,24,8,0.069,0,2,1,0.2288,0,0,1,0,1
43,123427,235597,12,8,0.1591,0,6,5,0.2255,0,0,1,0,1
38,245366,239046,12,5,0.0812,0,9,8,0.3806,1,0,1,0,1
56,145878,138818,3,4,0.3172,1,3,2,0.2157,3,0,1,0,0
53,114143,408547,6,0,0.5965,0,0,0,0.2529,1,1,1,0,0
50,12034,339934,36,2,0.7847,0,2,2,0.2032,0,0,1,0,0
47,89779,338897,6,2,0.6291,1,9,8,0.1091,1,1,1,0,1
54,493851,82119,6,3,0.0277,0,1,1,0.2475,0,1,1,0,1
40,95150,169452,18,4,0.0989,0,8,8,0.1075,4,0,0,0,1
27,97364,379720,6,7,0.65,1,0,0,0.0332,3,1,1,0,0
22,26596,428534,18,8,0.8952,0,8,8,0.2515,0,0,1,0,0
53,17958,16800,24,6,0.039,0,9,7,0.065,2,1,1,0,1
51,27974,358892,1,9,12.8295,0,4,4,0.0591,2,1,1,0,0
48,127004,122747,36,5,0.0268,0,5,3,0.1005,3,0,1,0,1
27,141794,376013,18,2,0.1473,1,5,3,0.0949,3,1,1,0,1
36,85202,28492,12,8,0.0279,1,5,5,0.2299,2,1,1,0,1
49,1937,230200,3,9,39.6145,0,8,7,0.0732,4,1,1,0,0
18,203,268377,36,0,36.7237,1,8,7,0.0956,4,0,1,0,0
22,148726,416235,3,8,0.9329,0,9,9,0.1602,0,1,1,0,1
62,389898,12447,12,2,0.0027,0,6,6,0.2393,3,1,1,0,1
21,39204,211644,24,8,0.2249,1,2,0,0.2596,2,1,0,0,0
33,57002,11998,36,9,0.0058,1,6,4,0.1421,3,1,1,0,1
41,364417,33801,1,0,0.0928,0,4,3,0.3703,2,0,0,0,0
33,10266,419087,3,7,13.6076,0,8,6,0.0135,2,1,1,0,0
19,49831,290220,36,5,0.1618,0,7,5,0.0857,0,1,1,0,1
45,193595,111275,12,8,0.0479,0,9,9,0.4653,3,0,1,1,0
49,33361,94688,3,3,0.9461,0,5,3,0.3109,4,0,1,0,0
44,3936,133501,18,4,1.8843,0,4,2,0.1192,3,1,1,0,0
37,89469,252006,24,5,0.1174,0,9,7,0.0304,2,1,0,0,1
41,102948,11381,3,8,0.0369,1,1,0,0.081,4,1,1,0,1
29,49041,265131,24,5,0.2253,0,2,2,0.0048,2,1,1,0,1
52,131616,489071,24,8,0.1548,0,2,1,0.0462,3,0,0,1,0
50,137330,89191,18,1,0.0361,1,3,3,0.2174,2,1,1,0,1
50,4698,282410,36,3,1.6698,0,2,2,0.1825,1,1,0,0,0
60,64695,322197,24,2,0.2075,1,6,4,0.0635,4,1,1,0,0
54,194650,110273,18,3,0.0315,0,5,4,0.0147,0,1,1,0,1
29,24415,78425,3,0,1.0707,0,7,6,0.3536,1,0,1,0,0
20,102638,115550,3,1,0.3753,0,1,0,0.0754,2,1,1,0,1
18,51167,180549,24,3,0.147,0,1,0,0.0796,3,1,0,0,0
50,125205,264691,18,9,0.1174,0,0,0,0.068,2,1,1,0,1
57,33170,181686,3,3,1.8258,0,4,4,0.2519,0,0,1,0,0
27,31259,56859,24,4,0.0758,0,6,6,0.1984,3,1,1,0,1
60,37099,55457,36,8,0.0415,0,8,6,0.2095,4,1,1,0,1
61,483558,389328,1,0,0.8051,0,4,3,0.1373,4,1,1,0,0
46,10154,493033,6,7,8.0926,1,0,0,0.0331,2,1,1,0,0
30,26805,80086,36,2,0.083,1,2,0,0.2569,1,1,0,0,0
29,58147,268318,36,8,0.1282,1,7,7,0.0092,3,1,1,0,1
48,89280,233942,6,7,0.4367,0,2,2,0.1235,1,1,0,0,1
63,121777,152259,12,7,0.1042,0,6,5,0.0687,2,1,1,0,1
19,132534,324175,24,8,0.1019,0,9,7,0.1071,3,1,1,0,1
52,144902,4938,6,3,0.0057,1,2,2,0.0198,4,1,1,0,0
40,143359,61833,1,4,0.4313,0,1,1,0.0421,4,1,1,0,1
34,91215,395687,24,6,0.1807,0,9,7,0.0312,2,1,0,0,1
43,127909,58155,6,1,0.0758,0,5,3,0.3059,3,0,1,0,0
25,368121,148793,6,6,0.0674,0,1,0,0.062,2,0,1,0,1
46,1568,466803,1,2,297.706,0,9,9,0.2019,4,1,1,0,0
43,27391,458521,18,5,0.93,1,4,3,0.2856,0,1,1,0,0
27,19861,139516,6,5,1.1708,0,4,4,0.0783,1,1,0,0,0
43,13724,94193,36,5,0.1906,0,4,3,0.1443,2,1,1,0,1
51,4459,495932,12,9,9.2684,0,5,5,0.102,0,1,1,0,0
58,57923,227407,36,1,0.1091,0,2,0,0.1735,4,1,1,0,1
24,100818,331072,6,8,0.5473,0,9,8,0.1883,2,1,1,0,1
21,86160,16729,6,7,0.0324,1,4,2,0.0767,4,1,1,0,1
62,162443,165816,1,6,1.0208,0,7,7,0.2171,4,1,1,0,0
28,48529,186202,1,8,3.8369,0,3,1,0.2099,2,0,0,0,0
46,16669,371885,24,3,0.9296,0,4,3,0.0581,0,0,1,0,0
53,118949,96245,12,1,0.0674,0,0,0,0.0962,2,0,1,0,0
42,59859,431052,3,3,2.4004,0,0,0,0.2492,4,1,1,0,0
38,322710,338575,1,9,1.0492,1,7,7,0.0729,3,1,0,0,0
53,35323,18255,3,2,0.1723,0,1,0,0.1892,4,1,1,0,1
27,21021,332089,12,1,1.3165,1,9,9,0.2589,2,1,1,0,0
54,184609,249349,6,1,0.2251,1,9,8,0.2005,0,1,1,0,0
26,143305,275888,24,7,0.0802,1,6,6,0.0738,4,1,0,0,1
41,3324,199157,6,4,9.9858,1,6,6,0.1506,0,0,1,0,0
52,121984,343765,36,5,0.0783,0,8,6,0.0908,0,1,1,0,1
52,23711,438683,24,7,0.7709,0,0,0,0.0933,1,1,1,0,1
53,129337,283989,3,6,0.7319,0,1,0,0.0719,0,0,1,0,0
35,79033,474488,36,6,0.1668,0,0,0,0.0961,4,1,1,0,1
56,13989,429605,12,6,2.5592,1,0,0,0.1117,4,1,0,0,0
49,135035,265673,12,6,0.164,0,3,1,0.1623,2,1,0,0,1
41,51030,44117,1,7,0.8645,0,7,5,0.1632,2,0,1,0,0
40,39918,319458,3,0,2.6676,1,9,9,0.0786,0,1,1,0,0
49,139501,114045,24,2,0.0341,0,7,7,0.3405,3,0,0,0,0
54,471784,159004,1,0,0.337,0,8,7,0.3242,4,1,1,0,0
29,300917,402567,3,7,0.4459,0,1,0,0.3929,0,0,1,0,0
30,112819,128819,36,1,0.0317,1,6,6,0.483,2,1,1,0,0
40,51303,109598,1,6,2.1363,0,3,2,0.4557,4,0,1,0,0
42,197367,77536,1,5,0.3929,1,2,1,0.0666,1,1,0,1,0
52,1569,175031,12,0,9.2963,0,3,3,0.2074,2,0,1,0,0
58,75695,105703,12,5,0.1164,1,3,1,0.0696,1,1,1,0,1
47,78474,232957,6,8,0.4948,0,2,2,0.0762,4,1,1,0,1
34,53057,417165,6,2,1.3104,0,8,7,0.2077,3,0,1,0,0
37,6883,421785,12,6,5.1066,0,7,5,0.0353,0,1,0,0,0
42,109655,113230,12,3,0.0861,0,9,9,0.1496,0,1,1,0,1
39,30025,384937,36,0,0.3561,0,1,0,0.1936,3,1,1,0,0
30,27585,450324,1,6,16.325,0,2,1,0.2806,0,1,1,0,0
36,116206,20318,6,0,0.0291,0,9,7,0.2008,0,1,1,0,1
53,163218,19695,12,3,0.0101,1,6,5,0.0754,1,1,1,0,1
29,88230,81704,3,8,0.3087,0,4,4,0.0166,0,1,1,0,1
58,123138,300240,3,4,0.8127,1,0,0,0.2886,1,1,1,0,0
36,77040,237199,6,6,0.5132,1,0,0,0.0417,0,1,1,0,1
29,29740,218320,3,6,2.447,0,7,5,0.1766,0,1,0,0,0
26,70030,381420,24,2,0.2269,0,5,4,0.0276,2,1,1,0,1
24,38996,217108,1,7,5.5674,0,3,3,0.0951,3,1,0,0,0
45,86025,382485,6,0,0.741,1,2,2,0.1156,2,1,1,0,1
31,86520,266891,24,3,0.1285,1,8,7,0.2806,0,1,1,0,1
48,82904,327544,12,9,0.3292,0,8,6,0.0705,1,1,0,0,1
36,92088,89744,36,3,0.0271,0,3,2,0.1374,0,1,1,0,1
64,20608,256901,36,1,0.3463,0,7,6,0.2924,4,0,1,0,0
33,60667,362907,24,5,0.2492,1,3,3,0.0994,4,1,1,0,1
22,70547,5430,3,0,0.0257,0,7,6,0.4124,4,1,1,0,1
52,177143,85371,1,2,0.4819,1,6,4,0.1903,4,1,1,0,0
29,90948,106635,12,8,0.0977,0,5,4,0.0406,0,1,1,0,1
42,86880,29927,18,9,0.0191,0,6,5,0.0605,4,1,1,0,1
38,72560,129065,1,5,1.7787,1,5,4,0.2926,3,1,1,0,0
53,65300,323555,3,1,1.6516,1,5,3,0.0846,0,1,1,0,0
40,109218,119778,1,8,1.0967,0,6,5,0.0384,2,1,1,0,1
33,147516,141035,36,1,0.0266,0,3,3,0.1659,0,1,1,0,1
56,32997,219033,18,6,0.3688,0,4,3,0.3173,1,1,1,0,1
62,2641,346175,18,0,7.2821,1,8,7,0.0337,3,1,1,0,0
59,1429,438487,1,4,306.8488,0,1,1,0.0398,0,1,1,0,0
56,55308,341278,36,6,0.1714,0,8,8,0.2748,2,1,1,0,1
31,20695,404002,12,2,1.6268,0,4,4,0.012,1,0,1,1,0
48,73499,208529,36,3,0.0788,0,9,9,0.1055,1,1,0,0,1
22,38382,43241,24,4,0.0469,0,0,0,0.2139,2,1,1,0,1
52,165094,227861,12,2,0.115,0,6,6,0.1582,2,1,1,0,1
40,21825,217577,18,5,0.5538,1,4,2,0.0945,2,1,1,0,1
46,138992,221593,6,2,0.2657,0,2,1,0.0973,2,0,1,0,0
60,490306,441448,6,7,0.1501,0,2,0,0.0465,4,1,1,0,1
28,128831,12020,12,6,0.0078,0,0,0,0.2013,3,1,1,0,1
35,76836,429357,6,0,0.9313,0,6,6,0.0617,2,0,1,0,0
64,342253,161533,12,1,0.0393,0,1,0,0.0255,4,1,1,0,1
29,110711,408568,3,3,1.2301,0,7,5,0.1171,0,1,1,0,1
26,70278,319138,12,4,0.3784,0,3,2,0.2981,1,1,1,0,1
27,139913,409560,3,9,0.9757,1,3,2,0.1503,0,1,1,0,1
61,147686,107837,24,3,0.0304,1,4,4,0.1393,0,0,1,0,0
34,5971,448466,18,3,4.1726,0,8,7,0.2945,4,1,0,1,0
55,33800,79661,6,8,0.3928,1,6,4,0.2158,4,1,1,0,0
24,5689,366171,24,3,2.6819,1,2,0,0.2058,2,1,1,0,0
63,8603,151274,24,3,0.7327,1,3,3,0.4038,2,1,0,0,0
30,314306,43232,36,3,0.0038,0,8,6,0.1842,4,1,0,0,1
57,135157,460461,36,1,0.0946,0,0,0,0.0621,3,1,1,0,1
59,151624,401208,18,7,0.147,0,7,5,0.0473,2,1,1,0,1
26,822,362186,1,3,440.6156,0,7,5,0.0878,0,0,1,1,0
44,44764,27354,1,4,0.6111,0,6,6,0.2237,2,1,0,0,1
19,105812,341913,24,7,0.1346,0,5,4,0.0596,2,1,1,0,1
22,172702,136662,24,3,0.033,0,6,6,0.1455,3,1,1,0,1
46,77157,226314,36,4,0.0815,1,9,8,0.2698,4,1,1,0,1
54,149288,145790,18,4,0.0543,1,3,2,0.0894,3,1,1,0,0
55,108778,482223,12,5,0.3694,0,3,3,0.1735,2,1,1,0,1
36,25603,234094,12,6,0.7619,0,4,4,0.1564,3,1,1,0,1
25,12965,145177,6,2,1.8663,0,3,3,0.0198,2,1,1,0,0
62,125573,137153,18,9,0.0607,0,3,2,0.0315,3,0,1,0,1
18,14993,246430,1,2,16.4363,0,8,7,0.1252,1,1,1,0,0
39,195593,240305,18,8,0.0683,1,5,4,0.1183,1,1,1,0,1
34,408165,118266,18,0,0.0161,1,2,1,0.4301,2,1,0,0,0
24,58314,379390,36,9,0.1807,0,2,2,0.0378,3,1,1,0,1
42,458145,355398,6,7,0.1293,0,9,9,0.0553,2,0,1,0,1
62,121034,192039,12,9,0.1322,1,7,6,0.1617,3,1,1,0,1
21,63884,414600,24,2,0.2704,1,2,0,0.0612,4,1,1,0,0
53,44782,71081,1,4,1.5873,0,3,3,0.1068,3,0,0,0,0
23,7135,6339,6,2,0.1481,0,5,3,0.0756,3,1,1,0,0
48,5132,409569,1,9,79.8069,0,8,6,0.1107,2,1,1,0,0
36,81266,322631,1,0,3.9701,1,5,3,0.4737,3,0,1,0,0
61,15056,420592,12,9,2.3279,0,2,1,0.0499,2,0,1,0,0
56,426270,225636,24,4,0.0221,0,5,5,0.0205,2,1,1,0,1
44,148315,85636,24,7,0.0241,0,3,1,0.3409,0,0,1,0,1
27,6673,5302,36,4,0.0221,0,4,3,0.0944,2,1,0,0,0
43,88839,396025,12,3,0.3715,0,4,4,0.1845,3,1,0,0,1
36,95636,259897,6,8,0.4529,0,2,1,0.0285,1,1,0,0,1
56,5442,95453,3,0,5.8467,0,4,4,0.1605,4,1,1,0,0
20,154509,400046,6,4,0.4315,0,4,4,0.3966,3,1,1,0,1
62,321065,150453,6,0,0.0781,0,6,5,0.2545,3,1,1,0,1
30,48525,246532,3,5,1.6935,1,8,6,0.0849,3,0,1,0,0
45,149919,132057,1,9,0.8809,0,4,4,0.107,0,1,1,0,1
37,142308,311781,18,8,0.1217,1,8,8,0.1539,1,1,1,0,1
45,69897,249691,3,1,1.1908,0,4,2,0.3069,3,1,1,0,0
25,126636,461882,18,3,0.2026,0,3,3,0.2609,2,1,1,0,1
58,21487,398628,1,7,18.5521,0,5,3,0.3567,1,1,1,0,0
56,122157,77420,3,2,0.2113,1,7,7,0.0561,1,1,1,0,1
18,15908,323664,12,6,1.6955,0,3,1,0.1488,3,1,1,0,0
20,96340,187737,6,6,0.3248,0,4,4,0.0225,2,0,1,0,1
30,110967,233172,3,1,0.7004,0,9,9,0.075,1,0,0,0,0
45,141051,90668,3,9,0.2143,0,0,0,0.3059,4,1,1,0,1
42,50079,47775,1,3,0.954,0,9,7,0.1526,2,1,1,0,1
50,160377,179805,12,0,0.0934,1,0,0,0.2189,1,0,1,0,0
55,279718,416923,3,7,0.4968,0,7,6,0.3822,1,1,1,0,1
23,104909,424694,12,9,0.3374,0,6,5,0.1828,2,0,1,1,0
61,61105,269889,18,9,0.2454,1,4,3,0.1995,0,1,1,0,1
62,147957,170042,3,8,0.3831,0,8,8,0.2906,2,0,1,0,1
49,17734,100859,12,0,0.4739,0,0,0,0.2346,4,1,1,0,0
62,292940,143954,6,6,0.0819,0,2,0,0.5684,0,1,1,0,1
64,58271,128816,1,0,2.2106,0,5,5,0.1522,3,1,1,1,0
38,376320,78300,24,0,0.0087,0,0,0,0.0162,0,1,0,0,0
33,51534,222173,12,8,0.3593,0,5,3,0.3726,4,1,1,0,1
38,35881,70979,1,9,1.9782,0,1,1,0.2708,4,1,1,0,0
28,11679,276727,24,9,0.9873,0,9,7,0.2823,4,1,1,0,0
54,40037,173362,3,5,1.4433,1,4,3,0.0474,1,1,1,0,0
53,43297,317001,3,0,2.4405,0,9,8,0.0723,0,1,1,0,0
52,114173,338816,18,6,0.1649,0,1,0,0.0268,4,1,1,0,1
36,53294,87759,1,2,1.6467,0,0,0,0.0373,0,0,1,0,0
37,88277,21342,6,9,0.0403,0,3,3,0.2817,0,1,1,0,1
35,19694,316960,36,3,0.4471,0,1,0,0.1786,3,0,1,0,0
64,183156,76412,6,3,0.0695,0,8,7,0.1472,3,1,1,0,1
58,82470,59314,12,7,0.0599,1,2,2,0.0405,3,0,0,0,0
31,152582,394962,6,0,0.4314,1,8,6,0.0829,1,1,1,0,0
32,64086,363632,24,7,0.2364,0,3,1,0.3497,1,1,1,0,1
48,114468,418546,1,8,3.6564,1,9,8,0.4275,3,0,1,0,0
18,92738,211660,3,6,0.7608,1,6,5,0.2365,4,1,1,0,0
20,7036,436560,1,0,62.0466,0,6,6,0.1308,2,1,1,0,0
33,17460,99112,1,6,5.6765,0,5,5,0.1615,1,1,1,0,0
40,10927,160678,3,5,4.9016,1,7,7,0.13,2,0,1,0,0
28,199021,97537,24,4,0.0204,0,5,4,0.3292,1,1,1,0,1
29,33433,186545,1,4,5.5797,1,8,6,0.1946,0,1,0,0,0
27,144377,10210,6,0,0.0118,0,4,4,0.0539,4,1,1,0,1
49,99631,81615,12,5,0.0683,0,2,2,0.2194,1,1,1,0,1
33,25529,28154,36,3,0.0306,0,4,4,0.0287,0,1,1,0,1
25,50113,29687,12,0,0.0494,1,3,1,0.1231,4,0,1,0,0
55,32675,335828,1,7,10.2778,0,2,2,0.04,1,1,1,1,0
29,9800,472607,24,7,2.0094,0,0,0,0.1326,4,1,1,0,0
41,85910,488268,3,3,1.8945,0,7,6,0.1537,1,1,1,0,0
45,145400,16473,18,6,0.0063,0,3,2,0.1611,3,1,1,1,0
25,350035,314320,24,2,0.0374,0,2,1,0.1793,1,1,1,0,1
45,77821,196651,1,7,2.527,0,3,1,0.0402,1,1,1,0,0
53,145750,293429,1,6,2.0132,0,0,0,0.0745,0,1,1,0,0
43,40121,89093,18,4,0.1234,0,5,5,0.112,3,1,1,0,1
25,10399,174574,12,4,1.399,0,2,2,0.1369,2,1,1,0,0
45,100312,277363,24,8,0.1152,0,7,5,0.0915,4,1,1,0,1
45,94940,446079,12,5,0.3915,0,9,7,0.0302,2,0,1,0,1
54,24494,176078,36,5,0.1997,0,4,4,0.0647,2,1,1,0,1
58,6151,319314,18,1,2.884,0,8,6,0.0799,3,1,1,0,0
53,118700,113661,3,4,0.3192,0,8,8,0.1604,3,1,1,0,1
44,112077,453014,36,3,0.1123,0,1,0,0.086,3,1,1,0,1
34,149537,434181,1,9,2.9035,0,4,4,0.0497,0,0,1,0,0
26,83247,297614,6,2,0.5958,0,6,4,0.2391,0,1,1,0,1
50,89213,65147,12,8,0.0609,0,6,5,0.1207,4,1,1,1,0
37,24489,104833,12,6,0.3567,0,9,9,0.0394,3,0,1,0,0
30,85281,40984,24,3,0.02,0,2,0,0.067,2,1,1,0,1
45,77613,46380,36,8,0.0166,0,6,4,0.0976,4,1,0,0,1
46,165271,366865,36,8,0.0617,0,6,5,0.3281,0,1,1,0,1
30,126777,246509,12,6,0.162,0,3,3,0.1889,1,0,1,0,1
63,172221,335004,3,4,0.6484,1,6,6,0.1081,1,1,0,0,0
52,166384,480009,18,8,0.1603,0,7,5,0.327,4,1,1,0,1
23,74030,74849,3,6,0.337,0,2,1,0.1864,0,1,0,0,1
35,148071,48227,12,8,0.0271,0,1,1,0.3499,4,1,1,0,1
22,67800,92588,24,2,0.0569,0,8,7,0.1653,0,1,1,0,1
64,109825,378097,1,8,3.4427,0,6,4,0.1504,3,1,1,0,0
42,3167,418819,12,0,11.0204,0,0,0,0.0816,1,1,0,0,0
19,105504,350442,1,4,3.3216,0,9,7,0.2157,2,1,1,0,0
27,20212,19508,24,1,0.0402,1,9,9,0.2145,3,1,1,0,0
47,149411,214423,1,0,1.4351,0,8,6,0.0869,2,1,1,0,1
62,153984,137046,12,2,0.0742,0,4,4,0.1211,4,1,1,1,0
22,330023,152233,12,6,0.0384,0,1,0,0.2182,1,1,1,0,1
50,115672,122725,1,2,1.061,0,6,6,0.1654,2,1,1,0,1
18,49607,30730,3,9,0.2065,0,8,8,0.0923,4,1,0,0,1
35,167636,79259,3,9,0.1576,0,2,0,0.1478,0,1,1,0,1
49,119509,344153,24,8,0.12,1,3,3,0.3147,3,0,0,0,0
64,142378,133157,3,2,0.3117,1,8,8,0.0112,0,1,1,0,1
28,102687,89115,36,5,0.0241,0,1,1,0.0287,3,1,1,0,1
38,129103,220251,6,1,0.2843,1,3,1,0.1846,1,1,1,0,0
43,8185,224278,1,7,27.4011,0,4,4,0.0302,2,0,1,0,0
42,9981,413085,6,9,6.8979,0,3,2,0.1482,0,1,1,0,0
39,58478,147843,6,4,0.4214,0,6,5,0.2477,0,1,1,0,1
44,51677,304204,36,1,0.1635,0,5,3,0.1861,2,1,1,0,1
30,70773,383230,1,6,5.4149,0,8,8,0.1746,2,1,1,0,0
